;;;;;;;;;;;;
Capacidad Instlada;;;;;;;;;;;;
País;Año;Descripción;Dato;Unidad;;;;;;;;
América Central;2001;Solar;0,00;MW;;;;;;;;
América Central;2001;Otros;0,00;MW;;;;;;;;
América Central;2001;Térmica renovable;221,20;MW;;;;;;;;
América del Sur;2001;Hidro;112493,33;MW;;;;;;;;
América del Sur;2001;Térmica no renovable;45463,68;MW;;;;;;;;
América del Sur;2001;Nuclear;2984,00;MW;;;;;;;;
América del Sur;2001;Geotermia;0,00;MW;;;;;;;;
América del Sur;2001;Eólica;48,69;MW;;;;;;;;
América del Sur;2001;Solar;0,01;MW;;;;;;;;
América del Sur;2001;Otros;0,00;MW;;;;;;;;
América del Sur;2001;Térmica renovable;2031,29;MW;;;;;;;;
Caribe;2001;Hidro;797,78;MW;;;;;;;;
Caribe;2001;Térmica no renovable;11637,65;MW;;;;;;;;
Caribe;2001;Nuclear;;MW;;;;;;;;
Caribe;2001;Geotermia;;MW;;;;;;;;
Caribe;2001;Eólica;0,01;MW;;;;;;;;
Caribe;2001;Solar;0,01;MW;;;;;;;;
Caribe;2001;Otros;;MW;;;;;;;;
Caribe;2001;Térmica renovable;928,40;MW;;;;;;;;
Cono Sur;2001;Hidro;85337,95;MW;;;;;;;;
Cono Sur;2001;Térmica no renovable;27153,49;MW;;;;;;;;
Cono Sur;2001;Nuclear;2984,00;MW;;;;;;;;
Cono Sur;2001;Geotermia;0,00;MW;;;;;;;;
Cono Sur;2001;Eólica;47,98;MW;;;;;;;;
Cono Sur;2001;Solar;0,00;MW;;;;;;;;
Cono Sur;2001;Otros;0,00;MW;;;;;;;;
Cono Sur;2001;Térmica renovable;1994,29;MW;;;;;;;;
Cono Sur sin Brasil;2001;Hidro;22928,95;MW;;;;;;;;
Cono Sur sin Brasil;2001;Térmica no renovable;18627,35;MW;;;;;;;;
Cono Sur sin Brasil;2001;Nuclear;1018,00;MW;;;;;;;;
Cono Sur sin Brasil;2001;Geotermia;0,00;MW;;;;;;;;
Cono Sur sin Brasil;2001;Eólica;26,98;MW;;;;;;;;
Cono Sur sin Brasil;2001;Solar;0,00;MW;;;;;;;;
Cono Sur sin Brasil;2001;Otros;0,00;MW;;;;;;;;
Cono Sur sin Brasil;2001;Térmica renovable;39,43;MW;;;;;;;;
Zona Andina;2001;Hidro;26965,88;MW;;;;;;;;
Zona Andina;2001;Térmica no renovable;17876,71;MW;;;;;;;;
Zona Andina;2001;Nuclear;;MW;;;;;;;;
Zona Andina;2001;Geotermia;;MW;;;;;;;;
Zona Andina;2001;Eólica;0,70;MW;;;;;;;;
Zona Andina;2001;Solar;0,00;MW;;;;;;;;
Zona Andina;2001;Otros;;MW;;;;;;;;
Zona Andina;2001;Térmica renovable;13,00;MW;;;;;;;;
América Latina y el Caribe;2001;Hidro;126046,20;MW;;;;;;;;
América Latina y el Caribe;2001;Térmica no renovable;86567,03;MW;;;;;;;;
América Latina y el Caribe;2001;Nuclear;4348,88;MW;;;;;;;;
América Latina y el Caribe;2001;Geotermia;1236,81;MW;;;;;;;;
América Latina y el Caribe;2001;Eólica;70,66;MW;;;;;;;;
América Latina y el Caribe;2001;Solar;0,01;MW;;;;;;;;
América Latina y el Caribe;2001;Otros;0,00;MW;;;;;;;;
América Latina y el Caribe;2001;Térmica renovable;3156,89;MW;;;;;;;;
Argentina;2002;Hidro;9586,00;MW;;;;;;;;
Argentina;2002;Térmica no renovable;13055,00;MW;;;;;;;;
Argentina;2002;Nuclear;1005,00;MW;;;;;;;;
Argentina;2002;Geotermia;;MW;;;;;;;;
Argentina;2002;Eólica;0,00;MW;;;;;;;;
Argentina;2002;Solar;0,00;MW;;;;;;;;
Argentina;2002;Otros;;MW;;;;;;;;
Argentina;2002;Térmica renovable;;MW;;;;;;;;
Barbados;2002;Hidro;;MW;;;;;;;;
Barbados;2002;Térmica no renovable;209,50;MW;;;;;;;;
Barbados;2002;Nuclear;;MW;;;;;;;;
Barbados;2002;Geotermia;;MW;;;;;;;;
Barbados;2002;Eólica;;MW;;;;;;;;
Barbados;2002;Solar;;MW;;;;;;;;
Barbados;2002;Otros;;MW;;;;;;;;
Barbados;2002;Térmica renovable;;MW;;;;;;;;
Belice;2002;Hidro;25,00;MW;;;;;;;;
Belice;2002;Térmica no renovable;19,00;MW;;;;;;;;
Belice;2002;Nuclear;;MW;;;;;;;;
Belice;2002;Geotermia;;MW;;;;;;;;
Belice;2002;Eólica;;MW;;;;;;;;
Belice;2002;Solar;;MW;;;;;;;;
Belice;2002;Otros;;MW;;;;;;;;
Belice;2002;Térmica renovable;;MW;;;;;;;;
Bolivia;2002;Hidro;483,20;MW;;;;;;;;
Bolivia;2002;Térmica no renovable;903,90;MW;;;;;;;;
Bolivia;2002;Nuclear;;MW;;;;;;;;
Bolivia;2002;Geotermia;;MW;;;;;;;;
Bolivia;2002;Eólica;0,00;MW;;;;;;;;
Bolivia;2002;Solar;0,00;MW;;;;;;;;
Bolivia;2002;Otros;;MW;;;;;;;;
Bolivia;2002;Térmica renovable;0,00;MW;;;;;;;;
Brasil;2002;Hidro;64473,00;MW;;;;;;;;
Brasil;2002;Térmica no renovable;11275,24;MW;;;;;;;;
Brasil;2002;Nuclear;2007,00;MW;;;;;;;;
Brasil;2002;Geotermia;;MW;;;;;;;;
Brasil;2002;Eólica;22,00;MW;;;;;;;;
Brasil;2002;Solar;0,00;MW;;;;;;;;
Brasil;2002;Otros;;MW;;;;;;;;
Brasil;2002;Térmica renovable;2537,76;MW;;;;;;;;
Chile;2002;Hidro;4373,64;MW;;;;;;;;
Chile;2002;Térmica no renovable;5712,65;MW;;;;;;;;
Chile;2002;Nuclear;0,00;MW;;;;;;;;
Chile;2002;Geotermia;0,00;MW;;;;;;;;
Chile;2002;Eólica;1,98;MW;;;;;;;;
Chile;2002;Solar;0,00;MW;;;;;;;;
Chile;2002;Otros;0,00;MW;;;;;;;;
Chile;2002;Térmica renovable;25,70;MW;;;;;;;;
Colombia;2002;Hidro;9042,01;MW;;;;;;;;
Colombia;2002;Térmica no renovable;4370,00;MW;;;;;;;;
Colombia;2002;Nuclear;;MW;;;;;;;;
Colombia;2002;Geotermia;;MW;;;;;;;;
Colombia;2002;Eólica;;MW;;;;;;;;
Colombia;2002;Solar;;MW;;;;;;;;
Colombia;2002;Otros;;MW;;;;;;;;
Colombia;2002;Térmica renovable;13,00;MW;;;;;;;;
Costa Rica;2002;Hidro;1313,43;MW;;;;;;;;
Costa Rica;2002;Térmica no renovable;305,57;MW;;;;;;;;
Costa Rica;2002;Nuclear;0,00;MW;;;;;;;;
Costa Rica;2002;Geotermia;144,71;MW;;;;;;;;
Costa Rica;2002;Eólica;19,80;MW;;;;;;;;
Costa Rica;2002;Solar;0,00;MW;;;;;;;;
Costa Rica;2002;Otros;0,00;MW;;;;;;;;
Costa Rica;2002;Térmica renovable;12,00;MW;;;;;;;;
Cuba;2002;Hidro;57,40;MW;;;;;;;;
Cuba;2002;Térmica no renovable;3329,80;MW;;;;;;;;
Cuba;2002;Nuclear;;MW;;;;;;;;
Cuba;2002;Geotermia;;MW;;;;;;;;
Cuba;2002;Eólica;0,50;MW;;;;;;;;
Cuba;2002;Solar;0,00;MW;;;;;;;;
Cuba;2002;Otros;;MW;;;;;;;;
Cuba;2002;Térmica renovable;571,90;MW;;;;;;;;
Ecuador;2002;Hidro;1745,81;MW;;;;;;;;
Ecuador;2002;Térmica no renovable;1794,78;MW;;;;;;;;
Ecuador;2002;Nuclear;;MW;;;;;;;;
Ecuador;2002;Geotermia;;MW;;;;;;;;
Ecuador;2002;Eólica;0,00;MW;;;;;;;;
Ecuador;2002;Solar;0,00;MW;;;;;;;;
Ecuador;2002;Otros;;MW;;;;;;;;
Ecuador;2002;Térmica renovable;0,00;MW;;;;;;;;
El Salvador;2002;Hidro;410,80;MW;;;;;;;;
El Salvador;2002;Térmica no renovable;472,20;MW;;;;;;;;
El Salvador;2002;Nuclear;;MW;;;;;;;;
El Salvador;2002;Geotermia;161,20;MW;;;;;;;;
El Salvador;2002;Eólica;;MW;;;;;;;;
El Salvador;2002;Solar;;MW;;;;;;;;
El Salvador;2002;Otros;;MW;;;;;;;;
El Salvador;2002;Térmica renovable;0,00;MW;;;;;;;;
Grenada;2002;Hidro;;MW;;;;;;;;
Grenada;2002;Térmica no renovable;31,25;MW;;;;;;;;
Grenada;2002;Nuclear;;MW;;;;;;;;
Grenada;2002;Geotermia;;MW;;;;;;;;
Grenada;2002;Eólica;;MW;;;;;;;;
Grenada;2002;Solar;;MW;;;;;;;;
Grenada;2002;Otros;;MW;;;;;;;;
Grenada;2002;Térmica renovable;;MW;;;;;;;;
Guatemala;2002;Hidro;511,90;MW;;;;;;;;
Guatemala;2002;Térmica no renovable;758,80;MW;;;;;;;;
Guatemala;2002;Nuclear;;MW;;;;;;;;
Guatemala;2002;Geotermia;26,50;MW;;;;;;;;
Guatemala;2002;Eólica;0,00;MW;;;;;;;;
Guatemala;2002;Solar;0,00;MW;;;;;;;;
Guatemala;2002;Otros;;MW;;;;;;;;
Guatemala;2002;Térmica renovable;180,20;MW;;;;;;;;
Guyana;2002;Hidro;0,50;MW;;;;;;;;
Guyana;2002;Térmica no renovable;233,49;MW;;;;;;;;
Guyana;2002;Nuclear;;MW;;;;;;;;
Guyana;2002;Geotermia;;MW;;;;;;;;
Guyana;2002;Eólica;0,01;MW;;;;;;;;
Guyana;2002;Solar;0,01;MW;;;;;;;;
Guyana;2002;Otros;;MW;;;;;;;;
Guyana;2002;Térmica renovable;24,00;MW;;;;;;;;
Haiti;2002;Hidro;63,00;MW;;;;;;;;
Haiti;2002;Térmica no renovable;181,00;MW;;;;;;;;
Haiti;2002;Nuclear;;MW;;;;;;;;
Haiti;2002;Geotermia;;MW;;;;;;;;
Haiti;2002;Eólica;;MW;;;;;;;;
Haiti;2002;Solar;;MW;;;;;;;;
Haiti;2002;Otros;;MW;;;;;;;;
Haiti;2002;Térmica renovable;;MW;;;;;;;;
Honduras;2002;Hidro;465,70;MW;;;;;;;;
Honduras;2002;Térmica no renovable;560,90;MW;;;;;;;;
Honduras;2002;Nuclear;;MW;;;;;;;;
Honduras;2002;Geotermia;0,00;MW;;;;;;;;
Honduras;2002;Eólica;0,00;MW;;;;;;;;
Honduras;2002;Solar;0,00;MW;;;;;;;;
Honduras;2002;Otros;;MW;;;;;;;;
Honduras;2002;Térmica renovable;17,00;MW;;;;;;;;
Jamaica;2002;Hidro;23,20;MW;;;;;;;;
Jamaica;2002;Térmica no renovable;759,20;MW;;;;;;;;
Jamaica;2002;Nuclear;;MW;;;;;;;;
Jamaica;2002;Geotermia;;MW;;;;;;;;
Jamaica;2002;Eólica;;MW;;;;;;;;
Jamaica;2002;Solar;;MW;;;;;;;;
Jamaica;2002;Otros;;MW;;;;;;;;
Jamaica;2002;Térmica renovable;;MW;;;;;;;;
México;2002;Hidro;9615,16;MW;;;;;;;;
México;2002;Térmica no renovable;29359,16;MW;;;;;;;;
México;2002;Nuclear;1364,88;MW;;;;;;;;
México;2002;Geotermia;842,90;MW;;;;;;;;
México;2002;Eólica;2,18;MW;;;;;;;;
México;2002;Solar;;MW;;;;;;;;
México;2002;Otros;;MW;;;;;;;;
México;2002;Térmica renovable;;MW;;;;;;;;
Nicaragua;2002;Hidro;104,63;MW;;;;;;;;
Nicaragua;2002;Térmica no renovable;445,36;MW;;;;;;;;
Nicaragua;2002;Nuclear;;MW;;;;;;;;
Nicaragua;2002;Geotermia;77,50;MW;;;;;;;;
Nicaragua;2002;Eólica;;MW;;;;;;;;
Nicaragua;2002;Solar;;MW;;;;;;;;
Nicaragua;2002;Otros;;MW;;;;;;;;
Nicaragua;2002;Térmica renovable;40,80;MW;;;;;;;;
Panamá;2002;Hidro;701,00;MW;;;;;;;;
Panamá;2002;Térmica no renovable;722,20;MW;;;;;;;;
Panamá;2002;Nuclear;;MW;;;;;;;;
Panamá;2002;Geotermia;;MW;;;;;;;;
Panamá;2002;Eólica;;MW;;;;;;;;
Panamá;2002;Solar;;MW;;;;;;;;
Panamá;2002;Otros;;MW;;;;;;;;
Panamá;2002;Térmica renovable;;MW;;;;;;;;
Paraguay;2002;Hidro;7410,00;MW;;;;;;;;
Paraguay;2002;Térmica no renovable;6,10;MW;;;;;;;;
Paraguay;2002;Nuclear;;MW;;;;;;;;
Paraguay;2002;Geotermia;;MW;;;;;;;;
Paraguay;2002;Eólica;;MW;;;;;;;;
Paraguay;2002;Solar;;MW;;;;;;;;
Paraguay;2002;Otros;;MW;;;;;;;;
Paraguay;2002;Térmica renovable;;MW;;;;;;;;
Perú;2002;Hidro;2996,47;MW;;;;;;;;
Perú;2002;Térmica no renovable;2938,36;MW;;;;;;;;
Perú;2002;Nuclear;;MW;;;;;;;;
Perú;2002;Geotermia;;MW;;;;;;;;
Perú;2002;Eólica;0,70;MW;;;;;;;;
Perú;2002;Solar;;MW;;;;;;;;
Perú;2002;Otros;;MW;;;;;;;;
Perú;2002;Térmica renovable;;MW;;;;;;;;
República Dominicana;2002;Hidro;463,78;MW;;;;;;;;
República Dominicana;2002;Térmica no renovable;5235,90;MW;;;;;;;;
República Dominicana;2002;Nuclear;;MW;;;;;;;;
República Dominicana;2002;Geotermia;;MW;;;;;;;;
República Dominicana;2002;Eólica;;MW;;;;;;;;
República Dominicana;2002;Solar;;MW;;;;;;;;
República Dominicana;2002;Otros;;MW;;;;;;;;
República Dominicana;2002;Térmica renovable;;MW;;;;;;;;
Suriname;2002;Hidro;189,00;MW;;;;;;;;
Suriname;2002;Térmica no renovable;200,00;MW;;;;;;;;
Suriname;2002;Nuclear;;MW;;;;;;;;
Suriname;2002;Geotermia;;MW;;;;;;;;
Suriname;2002;Eólica;;MW;;;;;;;;
Suriname;2002;Solar;;MW;;;;;;;;
Suriname;2002;Otros;;MW;;;;;;;;
Suriname;2002;Térmica renovable;;MW;;;;;;;;
Trinidad y Tobago;2002;Hidro;;MW;;;;;;;;
Trinidad y Tobago;2002;Térmica no renovable;1416,00;MW;;;;;;;;
Trinidad y Tobago;2002;Nuclear;;MW;;;;;;;;
Trinidad y Tobago;2002;Geotermia;;MW;;;;;;;;
Trinidad y Tobago;2002;Eólica;;MW;;;;;;;;
Trinidad y Tobago;2002;Solar;;MW;;;;;;;;
Trinidad y Tobago;2002;Otros;;MW;;;;;;;;
Trinidad y Tobago;2002;Térmica renovable;;MW;;;;;;;;
Uruguay;2002;Hidro;1538,00;MW;;;;;;;;
Uruguay;2002;Térmica no renovable;518,65;MW;;;;;;;;
Uruguay;2002;Nuclear;;MW;;;;;;;;
Uruguay;2002;Geotermia;;MW;;;;;;;;
Uruguay;2002;Eólica;;MW;;;;;;;;
Uruguay;2002;Solar;;MW;;;;;;;;
Uruguay;2002;Otros;;MW;;;;;;;;
Uruguay;2002;Térmica renovable;13,73;MW;;;;;;;;
Venezuela;2002;Hidro;12491,00;MW;;;;;;;;
Venezuela;2002;Térmica no renovable;8086,00;MW;;;;;;;;
Venezuela;2002;Nuclear;;MW;;;;;;;;
Venezuela;2002;Geotermia;;MW;;;;;;;;
Venezuela;2002;Eólica;;MW;;;;;;;;
Venezuela;2002;Solar;;MW;;;;;;;;
Venezuela;2002;Otros;;MW;;;;;;;;
Venezuela;2002;Térmica renovable;;MW;;;;;;;;
América Central;2002;Hidro;3532,46;MW;;;;;;;;
América Central;2002;Térmica no renovable;3284,03;MW;;;;;;;;
América Central;2002;Nuclear;0,00;MW;;;;;;;;
América Central;2002;Geotermia;409,91;MW;;;;;;;;
América Central;2002;Eólica;19,80;MW;;;;;;;;
América Central;2002;Solar;0,00;MW;;;;;;;;
América Central;2002;Otros;0,00;MW;;;;;;;;
América Central;2002;Térmica renovable;250,00;MW;;;;;;;;
América del Sur;2002;Hidro;114328,63;MW;;;;;;;;
América del Sur;2002;Térmica no renovable;49094,16;MW;;;;;;;;
América del Sur;2002;Nuclear;3012,00;MW;;;;;;;;
América del Sur;2002;Geotermia;0,00;MW;;;;;;;;
América del Sur;2002;Eólica;24,69;MW;;;;;;;;
América del Sur;2002;Solar;0,01;MW;;;;;;;;
América del Sur;2002;Otros;0,00;MW;;;;;;;;
América del Sur;2002;Térmica renovable;2614,19;MW;;;;;;;;
Caribe;2002;Hidro;796,88;MW;;;;;;;;
Caribe;2002;Térmica no renovable;11596,13;MW;;;;;;;;
Caribe;2002;Nuclear;;MW;;;;;;;;
Caribe;2002;Geotermia;;MW;;;;;;;;
Caribe;2002;Eólica;0,51;MW;;;;;;;;
Caribe;2002;Solar;0,01;MW;;;;;;;;
Caribe;2002;Otros;;MW;;;;;;;;
Caribe;2002;Térmica renovable;595,90;MW;;;;;;;;
Cono Sur;2002;Hidro;87380,64;MW;;;;;;;;
Cono Sur;2002;Térmica no renovable;30567,64;MW;;;;;;;;
Cono Sur;2002;Nuclear;3012,00;MW;;;;;;;;
Cono Sur;2002;Geotermia;0,00;MW;;;;;;;;
Cono Sur;2002;Eólica;23,98;MW;;;;;;;;
Cono Sur;2002;Solar;0,00;MW;;;;;;;;
Cono Sur;2002;Otros;0,00;MW;;;;;;;;
Cono Sur;2002;Térmica renovable;2577,19;MW;;;;;;;;
Cono Sur sin Brasil;2002;Hidro;22907,64;MW;;;;;;;;
Cono Sur sin Brasil;2002;Térmica no renovable;19292,39;MW;;;;;;;;
Cono Sur sin Brasil;2002;Nuclear;1005,00;MW;;;;;;;;
Cono Sur sin Brasil;2002;Geotermia;0,00;MW;;;;;;;;
Cono Sur sin Brasil;2002;Eólica;1,98;MW;;;;;;;;
Cono Sur sin Brasil;2002;Solar;0,00;MW;;;;;;;;
Cono Sur sin Brasil;2002;Otros;0,00;MW;;;;;;;;
Cono Sur sin Brasil;2002;Térmica renovable;39,43;MW;;;;;;;;
Zona Andina;2002;Hidro;26758,49;MW;;;;;;;;
Zona Andina;2002;Térmica no renovable;18093,04;MW;;;;;;;;
Zona Andina;2002;Nuclear;;MW;;;;;;;;
Zona Andina;2002;Geotermia;;MW;;;;;;;;
Zona Andina;2002;Eólica;0,70;MW;;;;;;;;
Zona Andina;2002;Solar;0,00;MW;;;;;;;;
Zona Andina;2002;Otros;;MW;;;;;;;;
Zona Andina;2002;Térmica renovable;13,00;MW;;;;;;;;
América Latina y el Caribe;2002;Hidro;128083,63;MW;;;;;;;;
América Latina y el Caribe;2002;Térmica no renovable;92900,00;MW;;;;;;;;
América Latina y el Caribe;2002;Nuclear;4376,88;MW;;;;;;;;
América Latina y el Caribe;2002;Geotermia;1252,81;MW;;;;;;;;
América Latina y el Caribe;2002;Eólica;47,16;MW;;;;;;;;
América Latina y el Caribe;2002;Solar;0,01;MW;;;;;;;;
América Latina y el Caribe;2002;Otros;0,00;MW;;;;;;;;
América Latina y el Caribe;2002;Térmica renovable;3436,09;MW;;;;;;;;
Argentina;2003;Hidro;9628,00;MW;;;;;;;;
Argentina;2003;Térmica no renovable;13227,00;MW;;;;;;;;
Argentina;2003;Nuclear;1005,00;MW;;;;;;;;
Argentina;2003;Geotermia;;MW;;;;;;;;
Argentina;2003;Eólica;0,00;MW;;;;;;;;
Argentina;2003;Solar;0,00;MW;;;;;;;;
Argentina;2003;Otros;;MW;;;;;;;;
Argentina;2003;Térmica renovable;;MW;;;;;;;;
Barbados;2003;Hidro;;MW;;;;;;;;
Barbados;2003;Térmica no renovable;209,50;MW;;;;;;;;
Barbados;2003;Nuclear;;MW;;;;;;;;
Barbados;2003;Geotermia;;MW;;;;;;;;
Barbados;2003;Eólica;;MW;;;;;;;;
Barbados;2003;Solar;;MW;;;;;;;;
Barbados;2003;Otros;;MW;;;;;;;;
Barbados;2003;Térmica renovable;;MW;;;;;;;;
Belice;2003;Hidro;25,00;MW;;;;;;;;
Belice;2003;Térmica no renovable;41,30;MW;;;;;;;;
Belice;2003;Nuclear;;MW;;;;;;;;
Belice;2003;Geotermia;;MW;;;;;;;;
Belice;2003;Eólica;;MW;;;;;;;;
Belice;2003;Solar;;MW;;;;;;;;
Belice;2003;Otros;;MW;;;;;;;;
Belice;2003;Térmica renovable;;MW;;;;;;;;
Bolivia;2003;Hidro;439,69;MW;;;;;;;;
Bolivia;2003;Térmica no renovable;874,06;MW;;;;;;;;
Bolivia;2003;Nuclear;;MW;;;;;;;;
Bolivia;2003;Geotermia;;MW;;;;;;;;
Bolivia;2003;Eólica;0,00;MW;;;;;;;;
Bolivia;2003;Solar;0,00;MW;;;;;;;;
Bolivia;2003;Otros;;MW;;;;;;;;
Bolivia;2003;Térmica renovable;0,00;MW;;;;;;;;
Brasil;2003;Hidro;67698,00;MW;;;;;;;;
Brasil;2003;Térmica no renovable;13178,23;MW;;;;;;;;
Brasil;2003;Nuclear;2007,00;MW;;;;;;;;
Brasil;2003;Geotermia;;MW;;;;;;;;
Brasil;2003;Eólica;22,00;MW;;;;;;;;
Brasil;2003;Solar;0,00;MW;;;;;;;;
Brasil;2003;Otros;;MW;;;;;;;;
Brasil;2003;Térmica renovable;2951,77;MW;;;;;;;;
Chile;2003;Hidro;4386,54;MW;;;;;;;;
Chile;2003;Térmica no renovable;5712,65;MW;;;;;;;;
Chile;2003;Nuclear;0,00;MW;;;;;;;;
Chile;2003;Geotermia;0,00;MW;;;;;;;;
Chile;2003;Eólica;1,98;MW;;;;;;;;
Chile;2003;Solar;0,00;MW;;;;;;;;
Chile;2003;Otros;0,00;MW;;;;;;;;
Chile;2003;Térmica renovable;38,70;MW;;;;;;;;
Colombia;2003;Hidro;8861,59;MW;;;;;;;;
Colombia;2003;Térmica no renovable;4348,90;MW;;;;;;;;
Colombia;2003;Nuclear;;MW;;;;;;;;
Colombia;2003;Geotermia;;MW;;;;;;;;
Colombia;2003;Eólica;;MW;;;;;;;;
Colombia;2003;Solar;;MW;;;;;;;;
Colombia;2003;Otros;;MW;;;;;;;;
Colombia;2003;Térmica renovable;18,50;MW;;;;;;;;
Costa Rica;2003;Hidro;1295,63;MW;;;;;;;;
Costa Rica;2003;Térmica no renovable;395,57;MW;;;;;;;;
Costa Rica;2003;Nuclear;0,00;MW;;;;;;;;
Costa Rica;2003;Geotermia;162,71;MW;;;;;;;;
Costa Rica;2003;Eólica;68,55;MW;;;;;;;;
Costa Rica;2003;Solar;0,00;MW;;;;;;;;
Costa Rica;2003;Otros;0,00;MW;;;;;;;;
Costa Rica;2003;Térmica renovable;16,50;MW;;;;;;;;
Cuba;2003;Hidro;57,40;MW;;;;;;;;
Cuba;2003;Térmica no renovable;3244,80;MW;;;;;;;;
Cuba;2003;Nuclear;;MW;;;;;;;;
Cuba;2003;Geotermia;;MW;;;;;;;;
Cuba;2003;Eólica;0,50;MW;;;;;;;;
Cuba;2003;Solar;0,00;MW;;;;;;;;
Cuba;2003;Otros;;MW;;;;;;;;
Cuba;2003;Térmica renovable;662,30;MW;;;;;;;;
Ecuador;2003;Hidro;1745,93;MW;;;;;;;;
Ecuador;2003;Térmica no renovable;1773,15;MW;;;;;;;;
Ecuador;2003;Nuclear;;MW;;;;;;;;
Ecuador;2003;Geotermia;;MW;;;;;;;;
Ecuador;2003;Eólica;0,00;MW;;;;;;;;
Ecuador;2003;Solar;0,00;MW;;;;;;;;
Ecuador;2003;Otros;;MW;;;;;;;;
Ecuador;2003;Térmica renovable;0,00;MW;;;;;;;;
El Salvador;2003;Hidro;429,70;MW;;;;;;;;
El Salvador;2003;Térmica no renovable;494,60;MW;;;;;;;;
El Salvador;2003;Nuclear;;MW;;;;;;;;
El Salvador;2003;Geotermia;161,20;MW;;;;;;;;
El Salvador;2003;Eólica;;MW;;;;;;;;
El Salvador;2003;Solar;;MW;;;;;;;;
El Salvador;2003;Otros;;MW;;;;;;;;
El Salvador;2003;Térmica renovable;20,00;MW;;;;;;;;
Grenada;2003;Hidro;;MW;;;;;;;;
Grenada;2003;Térmica no renovable;32,88;MW;;;;;;;;
Grenada;2003;Nuclear;;MW;;;;;;;;
Grenada;2003;Geotermia;;MW;;;;;;;;
Grenada;2003;Eólica;;MW;;;;;;;;
Grenada;2003;Solar;;MW;;;;;;;;
Grenada;2003;Otros;;MW;;;;;;;;
Grenada;2003;Térmica renovable;;MW;;;;;;;;
Guatemala;2003;Hidro;569,90;MW;;;;;;;;
Guatemala;2003;Térmica no renovable;963,80;MW;;;;;;;;
Guatemala;2003;Nuclear;;MW;;;;;;;;
Guatemala;2003;Geotermia;26,50;MW;;;;;;;;
Guatemala;2003;Eólica;0,00;MW;;;;;;;;
Guatemala;2003;Solar;0,00;MW;;;;;;;;
Guatemala;2003;Otros;;MW;;;;;;;;
Guatemala;2003;Térmica renovable;180,20;MW;;;;;;;;
Guyana;2003;Hidro;0,00;MW;;;;;;;;
Guyana;2003;Térmica no renovable;233,49;MW;;;;;;;;
Guyana;2003;Nuclear;;MW;;;;;;;;
Guyana;2003;Geotermia;;MW;;;;;;;;
Guyana;2003;Eólica;0,01;MW;;;;;;;;
Guyana;2003;Solar;0,02;MW;;;;;;;;
Guyana;2003;Otros;;MW;;;;;;;;
Guyana;2003;Térmica renovable;24,00;MW;;;;;;;;
Haiti;2003;Hidro;63,00;MW;;;;;;;;
Haiti;2003;Térmica no renovable;181,00;MW;;;;;;;;
Haiti;2003;Nuclear;;MW;;;;;;;;
Haiti;2003;Geotermia;;MW;;;;;;;;
Haiti;2003;Eólica;;MW;;;;;;;;
Haiti;2003;Solar;;MW;;;;;;;;
Haiti;2003;Otros;;MW;;;;;;;;
Haiti;2003;Térmica renovable;;MW;;;;;;;;
Honduras;2003;Hidro;466,90;MW;;;;;;;;
Honduras;2003;Térmica no renovable;560,90;MW;;;;;;;;
Honduras;2003;Nuclear;;MW;;;;;;;;
Honduras;2003;Geotermia;0,00;MW;;;;;;;;
Honduras;2003;Eólica;0,00;MW;;;;;;;;
Honduras;2003;Solar;0,00;MW;;;;;;;;
Honduras;2003;Otros;;MW;;;;;;;;
Honduras;2003;Térmica renovable;17,00;MW;;;;;;;;
Jamaica;2003;Hidro;23,60;MW;;;;;;;;
Jamaica;2003;Térmica no renovable;787,10;MW;;;;;;;;
Jamaica;2003;Nuclear;;MW;;;;;;;;
Jamaica;2003;Geotermia;;MW;;;;;;;;
Jamaica;2003;Eólica;;MW;;;;;;;;
Jamaica;2003;Solar;;MW;;;;;;;;
Jamaica;2003;Otros;;MW;;;;;;;;
Jamaica;2003;Térmica renovable;;MW;;;;;;;;
México;2003;Hidro;9615,16;MW;;;;;;;;
México;2003;Térmica no renovable;32619,36;MW;;;;;;;;
México;2003;Nuclear;1364,88;MW;;;;;;;;
México;2003;Geotermia;959,50;MW;;;;;;;;
México;2003;Eólica;2,18;MW;;;;;;;;
México;2003;Solar;;MW;;;;;;;;
México;2003;Otros;;MW;;;;;;;;
México;2003;Térmica renovable;;MW;;;;;;;;
Nicaragua;2003;Hidro;104,63;MW;;;;;;;;
Nicaragua;2003;Térmica no renovable;444,18;MW;;;;;;;;
Nicaragua;2003;Nuclear;;MW;;;;;;;;
Nicaragua;2003;Geotermia;77,50;MW;;;;;;;;
Nicaragua;2003;Eólica;;MW;;;;;;;;
Nicaragua;2003;Solar;;MW;;;;;;;;
Nicaragua;2003;Otros;;MW;;;;;;;;
Nicaragua;2003;Térmica renovable;65,30;MW;;;;;;;;
Panamá;2003;Hidro;833,00;MW;;;;;;;;
Panamá;2003;Térmica no renovable;722,20;MW;;;;;;;;
Panamá;2003;Nuclear;;MW;;;;;;;;
Panamá;2003;Geotermia;;MW;;;;;;;;
Panamá;2003;Eólica;;MW;;;;;;;;
Panamá;2003;Solar;;MW;;;;;;;;
Panamá;2003;Otros;;MW;;;;;;;;
Panamá;2003;Térmica renovable;;MW;;;;;;;;
Paraguay;2003;Hidro;7410,00;MW;;;;;;;;
Paraguay;2003;Térmica no renovable;6,10;MW;;;;;;;;
